YEAR,QUARTER,REGION,SEX,AGE_GROUP,VALUE,UNIT,SOURCE
2565,"ไตรมาส 3",ภาคกลาง,ชาย,"30 - 34 ปี",.85,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคกลาง,ชาย,"35 - 39 ปี",.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคกลาง,ชาย,"40 - 49 ปี",.42,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคกลาง,ชาย,"50 - 59 ปี",.26,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคกลาง,ชาย,"60 ปีขึ้นไป",.13,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคกลาง,หญิง,ยอดรวม,1.24,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคกลาง,หญิง,"15 - 19 ปี",24.04,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคกลาง,หญิง,"20 - 24 ปี",5.29,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคกลาง,หญิง,"25 - 29 ปี",1.45,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคกลาง,หญิง,"30 - 34 ปี",.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคกลาง,หญิง,"35 - 39 ปี",1.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคกลาง,หญิง,"40 - 49 ปี",.49,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคกลาง,หญิง,"50 - 59 ปี",.33,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคกลาง,หญิง,"60 ปีขึ้นไป",.09,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคเหนือ,รวม,ยอดรวม,1.39,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคเหนือ,รวม,"15 - 19 ปี",5.85,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคเหนือ,รวม,"20 - 24 ปี",6.45,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคเหนือ,รวม,"25 - 29 ปี",3.59,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคเหนือ,รวม,"30 - 34 ปี",1.02,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคเหนือ,รวม,"35 - 39 ปี",.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคเหนือ,รวม,"40 - 49 ปี",.37,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคเหนือ,รวม,"50 - 59 ปี",.49,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคเหนือ,รวม,"60 ปีขึ้นไป",.19,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคเหนือ,ชาย,ยอดรวม,1.08,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคเหนือ,ชาย,"15 - 19 ปี",3.14,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคเหนือ,ชาย,"20 - 24 ปี",3.91,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคเหนือ,ชาย,"25 - 29 ปี",3.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคเหนือ,ชาย,"30 - 34 ปี",.58,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคเหนือ,ชาย,"35 - 39 ปี",.82,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคเหนือ,ชาย,"40 - 49 ปี",.35,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคเหนือ,ชาย,"50 - 59 ปี",.59,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคเหนือ,ชาย,"60 ปีขึ้นไป",.08,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคเหนือ,หญิง,ยอดรวม,1.75,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคเหนือ,หญิง,"15 - 19 ปี",11.02,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคเหนือ,หญิง,"20 - 24 ปี",9.76,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคเหนือ,หญิง,"25 - 29 ปี",4.18,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคเหนือ,หญิง,"30 - 34 ปี",1.55,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคเหนือ,หญิง,"35 - 39 ปี",.55,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคเหนือ,หญิง,"40 - 49 ปี",.40,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคเหนือ,หญิง,"50 - 59 ปี",.38,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคเหนือ,หญิง,"60 ปีขึ้นไป",.32,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,รวม,ยอดรวม,.87,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,รวม,"15 - 19 ปี",6.89,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,รวม,"20 - 24 ปี",4.85,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,รวม,"25 - 29 ปี",1.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,รวม,"30 - 34 ปี",.53,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,รวม,"35 - 39 ปี",.37,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,รวม,"40 - 49 ปี",.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,รวม,"50 - 59 ปี",.07,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,รวม,"60 ปีขึ้นไป",.03,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,ชาย,ยอดรวม,.73,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,ชาย,"15 - 19 ปี",2.36,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,ชาย,"20 - 24 ปี",3.81,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,ชาย,"25 - 29 ปี",1.36,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,ชาย,"30 - 34 ปี",.61,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,ชาย,"35 - 39 ปี",.41,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,ชาย,"40 - 49 ปี",.14,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,ชาย,"50 - 59 ปี",.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,ชาย,"60 ปีขึ้นไป",.05,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,หญิง,ยอดรวม,1.04,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,หญิง,"15 - 19 ปี",18.88,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,หญิง,"20 - 24 ปี",6.34,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,หญิง,"25 - 29 ปี",1.66,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,หญิง,"30 - 34 ปี",.44,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,หญิง,"35 - 39 ปี",.33,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,หญิง,"40 - 49 ปี",.27,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,หญิง,"50 - 59 ปี",.03,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,หญิง,"60 ปีขึ้นไป",.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคใต้,รวม,ยอดรวม,1.94,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคใต้,รวม,"15 - 19 ปี",11.96,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคใต้,รวม,"20 - 24 ปี",10.61,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคใต้,รวม,"25 - 29 ปี",2.87,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคใต้,รวม,"30 - 34 ปี",1.76,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคใต้,รวม,"35 - 39 ปี",.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคใต้,รวม,"40 - 49 ปี",.65,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคใต้,รวม,"50 - 59 ปี",.23,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคใต้,รวม,"60 ปีขึ้นไป",.19,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคใต้,ชาย,ยอดรวม,1.62,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคใต้,ชาย,"15 - 19 ปี",6.77,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคใต้,ชาย,"20 - 24 ปี",7.71,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคใต้,ชาย,"25 - 29 ปี",2.36,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคใต้,ชาย,"30 - 34 ปี",1.89,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคใต้,ชาย,"35 - 39 ปี",.48,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคใต้,ชาย,"40 - 49 ปี",.57,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคใต้,ชาย,"50 - 59 ปี",.21,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคใต้,ชาย,"60 ปีขึ้นไป",.36,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคใต้,หญิง,ยอดรวม,2.33,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคใต้,หญิง,"15 - 19 ปี",23.86,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคใต้,หญิง,"20 - 24 ปี",14.68,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคใต้,หญิง,"25 - 29 ปี",3.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคใต้,หญิง,"30 - 34 ปี",1.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคใต้,หญิง,"35 - 39 ปี",.54,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคใต้,หญิง,"40 - 49 ปี",.75,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคใต้,หญิง,"50 - 59 ปี",.24,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 3",ภาคใต้,หญิง,"60 ปีขึ้นไป",.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",ทั่วประเทศ,รวม,ยอดรวม,1.15,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",ทั่วประเทศ,รวม,"15 - 19 ปี",6.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",ทั่วประเทศ,รวม,"20 - 24 ปี",6.05,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",ทั่วประเทศ,รวม,"25 - 29 ปี",2.09,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",ทั่วประเทศ,รวม,"30 - 34 ปี",.91,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",ทั่วประเทศ,รวม,"35 - 39 ปี",.63,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",ทั่วประเทศ,รวม,"40 - 49 ปี",.37,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",ทั่วประเทศ,รวม,"50 - 59 ปี",.27,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",ทั่วประเทศ,รวม,"60 ปีขึ้นไป",.17,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",ทั่วประเทศ,ชาย,ยอดรวม,1.04,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",ทั่วประเทศ,ชาย,"15 - 19 ปี",4.73,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",ทั่วประเทศ,ชาย,"20 - 24 ปี",4.73,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",ทั่วประเทศ,ชาย,"25 - 29 ปี",1.88,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",ทั่วประเทศ,ชาย,"30 - 34 ปี",.98,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",ทั่วประเทศ,ชาย,"35 - 39 ปี",.64,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",ทั่วประเทศ,ชาย,"40 - 49 ปี",.41,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",ทั่วประเทศ,ชาย,"50 - 59 ปี",.26,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",ทั่วประเทศ,ชาย,"60 ปีขึ้นไป",.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",ทั่วประเทศ,หญิง,ยอดรวม,1.28,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",ทั่วประเทศ,หญิง,"15 - 19 ปี",9.13,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",ทั่วประเทศ,หญิง,"20 - 24 ปี",7.74,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",ทั่วประเทศ,หญิง,"25 - 29 ปี",2.33,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",ทั่วประเทศ,หญิง,"30 - 34 ปี",.83,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",ทั่วประเทศ,หญิง,"35 - 39 ปี",.61,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",ทั่วประเทศ,หญิง,"40 - 49 ปี",.31,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",ทั่วประเทศ,หญิง,"50 - 59 ปี",.28,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",ทั่วประเทศ,หญิง,"60 ปีขึ้นไป",.25,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",กรุงเทพมหานคร,รวม,ยอดรวม,1.21,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",กรุงเทพมหานคร,รวม,"15 - 19 ปี",5.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",กรุงเทพมหานคร,รวม,"20 - 24 ปี",6.74,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",กรุงเทพมหานคร,รวม,"25 - 29 ปี",2.37,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",กรุงเทพมหานคร,รวม,"30 - 34 ปี",1.47,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",กรุงเทพมหานคร,รวม,"35 - 39 ปี",.89,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",กรุงเทพมหานคร,รวม,"40 - 49 ปี",.58,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",กรุงเทพมหานคร,รวม,"50 - 59 ปี",.14,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",กรุงเทพมหานคร,รวม,"60 ปีขึ้นไป",.22,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",กรุงเทพมหานคร,ชาย,ยอดรวม,1.28,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",กรุงเทพมหานคร,ชาย,"15 - 19 ปี",3.13,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",กรุงเทพมหานคร,ชาย,"20 - 24 ปี",6.89,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",กรุงเทพมหานคร,ชาย,"25 - 29 ปี",2.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",กรุงเทพมหานคร,ชาย,"30 - 34 ปี",2.22,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",กรุงเทพมหานคร,ชาย,"35 - 39 ปี",1.07,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",กรุงเทพมหานคร,ชาย,"40 - 49 ปี",.49,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",กรุงเทพมหานคร,ชาย,"50 - 59 ปี",.16,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",กรุงเทพมหานคร,ชาย,"60 ปีขึ้นไป",.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",กรุงเทพมหานคร,หญิง,ยอดรวม,1.14,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",กรุงเทพมหานคร,หญิง,"15 - 19 ปี",7.69,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",กรุงเทพมหานคร,หญิง,"20 - 24 ปี",6.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",กรุงเทพมหานคร,หญิง,"25 - 29 ปี",2.14,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",กรุงเทพมหานคร,หญิง,"30 - 34 ปี",.74,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",กรุงเทพมหานคร,หญิง,"35 - 39 ปี",.71,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",กรุงเทพมหานคร,หญิง,"40 - 49 ปี",.68,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",กรุงเทพมหานคร,หญิง,"50 - 59 ปี",.11,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",กรุงเทพมหานคร,หญิง,"60 ปีขึ้นไป",.46,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",ภาคกลาง,รวม,ยอดรวม,1.24,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",ภาคกลาง,รวม,"15 - 19 ปี",7.22,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",ภาคกลาง,รวม,"20 - 24 ปี",6.26,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",ภาคกลาง,รวม,"25 - 29 ปี",2.44,ร้อยละ,สำนักงานสถิติแห่งชาติ
2565,"ไตรมาส 4",ภาคกลาง,รวม,"30 - 34 ปี",.45,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1",ทั่วประเทศ,รวม,ยอดรวม,1.01,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1",ทั่วประเทศ,รวม,"15-19 ปี",6.55,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1",ทั่วประเทศ,รวม,"20-24 ปี",5.26,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1",ทั่วประเทศ,รวม,"25-29 ปี",2.01,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1",ทั่วประเทศ,รวม,"30-34 ปี",.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1",ทั่วประเทศ,รวม,"35-39 ปี",.55,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1",ทั่วประเทศ,รวม,"40-49 ปี",.33,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1",ทั่วประเทศ,รวม,"50-59 ปี",.21,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1",ทั่วประเทศ,รวม,"60 ปีขึ้นไป",.03,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1",ทั่วประเทศ,ชาย,ยอดรวม,.96,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1",ทั่วประเทศ,ชาย,"15-19 ปี",5.68,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1",ทั่วประเทศ,ชาย,"20-24 ปี",4.37,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1",ทั่วประเทศ,ชาย,"25-29 ปี",1.87,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1",ทั่วประเทศ,ชาย,"30-34 ปี",1.06,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1",ทั่วประเทศ,ชาย,"35-39 ปี",.35,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1",ทั่วประเทศ,ชาย,"40-49 ปี",.39,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1",ทั่วประเทศ,ชาย,"50-59 ปี",.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1",ทั่วประเทศ,ชาย,"60 ปีขึ้นไป",.01,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1",ทั่วประเทศ,หญิง,ยอดรวม,1.08,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1",ทั่วประเทศ,หญิง,"15-19 ปี",8.49,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1",ทั่วประเทศ,หญิง,"20-24 ปี",6.42,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1",ทั่วประเทศ,หญิง,"25-29 ปี",2.18,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1",ทั่วประเทศ,หญิง,"30-34 ปี",.71,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1",ทั่วประเทศ,หญิง,"35-39 ปี",.77,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1",ทั่วประเทศ,หญิง,"40-49 ปี",.26,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1",ทั่วประเทศ,หญิง,"50-59 ปี",.22,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1",ทั่วประเทศ,หญิง,"60 ปีขึ้นไป",.04,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","1) กรุงเทพมหานคร",รวม,ยอดรวม,.89,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","1) กรุงเทพมหานคร",รวม,"15-19 ปี",5.08,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","1) กรุงเทพมหานคร",รวม,"20-24 ปี",7.16,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","1) กรุงเทพมหานคร",รวม,"25-29 ปี",1.38,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","1) กรุงเทพมหานคร",รวม,"30-34 ปี",.79,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","1) กรุงเทพมหานคร",รวม,"35-39 ปี",.65,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","1) กรุงเทพมหานคร",รวม,"40-49 ปี",.48,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","1) กรุงเทพมหานคร",รวม,"50-59 ปี",.08,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","1) กรุงเทพมหานคร",รวม,"60 ปีขึ้นไป",.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","1) กรุงเทพมหานคร",ชาย,ยอดรวม,.81,ร้อยละ,สำนักงานสถิติแห่งชาติ
2567,"ไตรมาสที่ 1","1) กรุงเทพมหานคร",ชาย,"15-19 ปี",4.66,ร้อยละ,สำนักงานสถิติแห่งชาติ
